paper_label,paper_estimate_id,url,journal,publication_year,field,context,empirical_strategy,outcome,outcome_type,outcome_subgroup,control_outcome,independent_variable,temporal_scale,sample_size,increase_independent_variable,independent_variable_dummy,is_standardized,log_outcome,mean_outcome,sd_outcome,mean_independant_variable,sd_independent_variable,estimate,standard_error,first_stage_statistic,source_summary_stats,source_results,remarks,open_data
jia et al. (2019),349,https://academic.oup.com/ej/article-abstract/129/624/3154/5505829?redirectedFrom=fulltext,The Economic Journal,2019,economics,south korea,reduced-form,mortality rates for respiratory and cardiovascular diseases,mortality,all,0,dusty days times china's aqi,monthly,28024,"interaction of number of days with dust with china's mean aqi (number of days set to 1 and aqi to 12, its sd)",0,0,0,12.23,8.27,NA,NA,0.04,0.019,NA,table 1,table 2 - column 7,NA,0
jia et al. (2019),350,https://academic.oup.com/ej/article-abstract/129/624/3154/5505829?redirectedFrom=fulltext,The Economic Journal,2019,economics,south korea,reduced-form,mortality rates for respiratory and cardiovascular diseases - age 15–34,mortality,age 15–34,0,dusty days times china's aqi,monthly,28024,"interaction of number of days with dust with china's mean aqi (number of days set to 1 and aqi to 12, its sd)",0,0,0,0.43,1.92,NA,NA,0.005,0.007,NA,table 1,table 3 - column 1,NA,0
jia et al. (2019),351,https://academic.oup.com/ej/article-abstract/129/624/3154/5505829?redirectedFrom=fulltext,The Economic Journal,2019,economics,south korea,reduced-form,mortality rates for respiratory and cardiovascular diseases - age 35–54,mortality,age 35–54,0,dusty days times china's aqi,monthly,28024,"interaction of number of days with dust with china's mean aqi (number of days set to 1 and aqi to 12, its sd)",0,0,0,2.75,4.26,NA,NA,0.012,0.015,NA,table 1,table 3 - column 2,NA,0
jia et al. (2019),352,https://academic.oup.com/ej/article-abstract/129/624/3154/5505829?redirectedFrom=fulltext,The Economic Journal,2019,economics,south korea,reduced-form,mortality rates for respiratory and cardiovascular diseases - age 55–74,mortality,age 55–74,0,dusty days times china's aqi,monthly,28024,"interaction of number of days with dust with china's mean aqi (number of days set to 1 and aqi to 12, its sd)",0,0,0,18.91,12.06,NA,NA,0.104,0.043,NA,table 1,table 3 - column 3,NA,0
jia et al. (2019),353,https://academic.oup.com/ej/article-abstract/129/624/3154/5505829?redirectedFrom=fulltext,The Economic Journal,2019,economics,south korea,reduced-form,mortality rates for respiratory and cardiovascular diseases - age 75+,mortality,old,0,dusty days times china's aqi,monthly,28024,"interaction of number of days with dust with china's mean aqi (number of days set to 1 and aqi to 12, its sd)",0,0,0,148.22,70.61,NA,NA,0.682,0.249,NA,table 1,table 3 - column 4,NA,0
jia et al. (2019),354,https://academic.oup.com/ej/article-abstract/129/624/3154/5505829?redirectedFrom=fulltext,The Economic Journal,2019,economics,south korea,reduced-form,mortality rates for respiratory and cardiovascular diseases - infant all internal causes,mortality,infant,0,dusty days times china's aqi,monthly,28024,"interaction of number of days with dust with china's mean aqi (number of days set to 1 and aqi to 12, its sd)",0,0,0,37.94,92.01,NA,NA,0.414,0.272,NA,table 1,table 3 - column 5,NA,0
jia et al. (2019),355,https://academic.oup.com/ej/article-abstract/129/624/3154/5505829?redirectedFrom=fulltext,The Economic Journal,2019,economics,south korea,reduced-form,mortality rates for respiratory and cardiovascular diseases - children under 5 all internal causes,mortality,children,0,dusty days times china's aqi,monthly,28024,"interaction of number of days with dust with china's mean aqi (number of days set to 1 and aqi to 12, its sd)",0,0,0,8.44,17.8,NA,NA,0.109,0.058,NA,table 1,table 3 - column 6,NA,0
kim et al. (2021),356,https://link.springer.com/article/10.1007/s10640-021-00553-1,Environmental and Resource Economics,2021,economics,south korea,conventional time series,hospital admissions for respiratory illnesses,morbidity,all,0,pm10,daily,58372,1 µg/m³ increase in pm10,0,0,0,526.23,659.97,49.23,30.93,0.1473444,0.0210492,NA,table 1,table  5 - column 3,had to convert the estimates because poisson model was used,0
kim et al. (2021),357,https://link.springer.com/article/10.1007/s10640-021-00553-1,Environmental and Resource Economics,2021,economics,south korea,conventional time series,hospital admissions for respiratory illnesses,morbidity,all,0,o3,daily,58372,1 ppb increase in o3,0,0,0,526.23,659.97,25.53,11.57,0.5051808,0.0841968,NA,table 1,table 5 - column 5,had to convert the estimates because poisson model was used,0
kim et al. (2021),358,https://link.springer.com/article/10.1007/s10640-021-00553-1,Environmental and Resource Economics,2021,economics,south korea,instrumental variable,hospital admissions for respiratory illnesses,morbidity,all,0,pm10,daily,58372,1 µg/m³ increase in pm10,0,0,0,526.23,659.97,49.23,30.93,2.125969,0.6683121,NA,table 1,table  6 - column 3,NA,0
kim et al. (2021),359,https://link.springer.com/article/10.1007/s10640-021-00553-1,Environmental and Resource Economics,2021,economics,south korea,instrumental variable,hospital admissions for respiratory illnesses,morbidity,all,0,o3,daily,58372,1 ppb increase in o3,0,0,0,526.23,659.97,25.53,11.57,5.72012,1.18928,NA,table 1,table 6 - column 5,NA,0
knittel et al. (2016),360,https://direct.mit.edu/rest/article-abstract/98/2/350/58332/Caution-Drivers-Children-Present-Traffic-Pollution,ReStat,2016,economics,"california, usa",reduced-form,infant mortality - hazard rate probability,mortality,infant,0,cars within 0–5 miles (10 million),weekly,75777503,cars within 0–5 miles (10 million),0,0,0,NA,0.4033333,0.91,0.05,0.0484,0.024,NA,table 2,table 4,we had to find the standard deviation of the health outcome using the standardization of column 1 in table 4,0
knittel et al. (2016),361,https://direct.mit.edu/rest/article-abstract/98/2/350/58332/Caution-Drivers-Children-Present-Traffic-Pollution,ReStat,2016,economics,"california, usa",instrumental variable,infant mortality - hazard rate probability,mortality,infant,0,pm10,weekly,73109698,1 µg/m³ increase in pm10,0,0,0,NA,0.4033333,28.94,12.89,0.0019,9e-4,NA,tables 1 and 4,table 8 - column 4,we had to find the standard deviation of the health outcome using the standardization of column 1 in table 4,0
knittel et al. (2016),362,https://direct.mit.edu/rest/article-abstract/98/2/350/58332/Caution-Drivers-Children-Present-Traffic-Pollution,ReStat,2016,economics,"california, usa",instrumental variable,infant mortality - hazard rate probability,mortality,infant,0,co,weekly,73109698,1 part per million increase in co,0,0,0,NA,0.4033333,1.01,0.52,0.0158,0.0262,NA,tables 1 and 4,table 8 - column 4,we had to find the standard deviation of the health outcome using the standardization of column 1 in table 4,0
knittel et al. (2016),363,https://direct.mit.edu/rest/article-abstract/98/2/350/58332/Caution-Drivers-Children-Present-Traffic-Pollution,ReStat,2016,economics,"california, usa",conventional time series,infant mortality - hazard rate probability,mortality,infant,0,pm10,weekly,73109698,1 µg/m³ increase in pm10,0,0,0,NA,0.4033333,28.94,12.89,-1e-4,1e-4,NA,tables 1 and 4,table 8 - column 4,we had to find the standard deviation of the health outcome using the standardization of column 1 in table 4,0
knittel et al. (2016),364,https://direct.mit.edu/rest/article-abstract/98/2/350/58332/Caution-Drivers-Children-Present-Traffic-Pollution,ReStat,2016,economics,"california, usa",conventional time series,infant mortality - hazard rate probability,mortality,infant,0,co,weekly,73109698,1 part per million increase in co,0,0,0,NA,0.4033333,1.01,0.52,0.0025,0.0058,NA,tables 1 and 4,table 8 - column 4,we had to find the standard deviation of the health outcome using the standardization of column 1 in table 4,0
liu et al. (2020),365,https://onlinelibrary.wiley.com/doi/abs/10.1002/hec.4221,Health Economics,2020,economics,taiwan,instrumental variable,respiratory‐related outpatient expenditures,morbidity,all,0,aqi,daily,746966,one-unit increase in aqi,0,0,0,135,80,32.29,11.8,0.3888,0.1871,NA,table 1,table 3 - column 3,NA,0
liu et al. (2020),366,https://onlinelibrary.wiley.com/doi/abs/10.1002/hec.4221,Health Economics,2020,economics,taiwan,conventional time series,respiratory‐related outpatient expenditures,morbidity,all,0,aqi,daily,746966,one-unit increase in aqi,0,0,0,135,80,32.29,11.8,0.0334,0.0144,NA,table 1,table 3 - column 3,NA,0
liu et al. (2020),367,https://onlinelibrary.wiley.com/doi/abs/10.1002/hec.4221,Health Economics,2020,economics,taiwan,instrumental variable,outpatient visits per patient for respiratory diseases,morbidity,all,0,aqi,daily,746966,one-unit increase in aqi,0,0,0,0.33,0.15,32.29,11.8,0.0014,3e-4,NA,table 1,table 3 - column 6,NA,0
liu et al. (2020),368,https://onlinelibrary.wiley.com/doi/abs/10.1002/hec.4221,Health Economics,2020,economics,taiwan,conventional time series,outpatient visits per patient for respiratory diseases,morbidity,all,0,aqi,daily,746966,one-unit increase in aqi,0,0,0,0.33,0.15,32.29,11.8,1e-4,0,NA,table 1,table 3 - column 6,NA,0
liu et al. (2020),369,https://onlinelibrary.wiley.com/doi/abs/10.1002/hec.4221,Health Economics,2020,economics,taiwan,instrumental variable,external injuries‐related outpatient expenditures,morbidity,all,0,aqi,daily,522927,one-unit increase in aqi,0,0,0,NA,NA,32.29,11.8,1.6478,1.5696,NA,?,table 6 - column 3,NA,0
liu et al. (2020),370,https://onlinelibrary.wiley.com/doi/abs/10.1002/hec.4221,Health Economics,2020,economics,taiwan,instrumental variable,outpatient visits per patient for external injuries,morbidity,all,0,aqi,daily,522927,one-unit increase in aqi,0,0,0,NA,NA,32.29,11.8,4e-4,3e-4,NA,?,table 6 - column 6,NA,0
moretti et al. (2011),371,http://jhr.uwpress.org/content/46/1/154.abstract,JHR,2011,economics,"south california, usa",conventional time series,hospital admissions for other respiratory illnesses,morbidity,all,0,ozone,daily,1927187,5-day increase in ozone of 1 ppm,0,0,0,0.027,0.167,0.05,0.018,0.043,0.011,NA,table 1,table 5 - column 4,NA,0
moretti et al. (2011),372,http://jhr.uwpress.org/content/46/1/154.abstract,JHR,2011,economics,"south california, usa",conventional time series,hospital admissions for bronchitis/asthma,morbidity,all,0,ozone,daily,1927187,5-day increase in ozone of 1 ppm,0,0,0,0.033,0.186,0.05,0.018,0.038,0.014,NA,table 1,table 5 - column 3,NA,0
moretti et al. (2011),373,http://jhr.uwpress.org/content/46/1/154.abstract,JHR,2011,economics,"south california, usa",conventional time series,hospital admissions for pneumonia,morbidity,all,0,ozone,daily,1927187,5-day increase in ozone of 1 ppm,0,0,0,0.037,0.199,0.05,0.018,0.032,0.014,NA,table 1,table 5 - column 2,NA,0
moretti et al. (2011),374,http://jhr.uwpress.org/content/46/1/154.abstract,JHR,2011,economics,"south california, usa",conventional time series,hospital admissions for respiratory illnesses,morbidity,all,0,ozone,daily,1927187,5-day increase in ozone of 1 ppm,0,0,0,0.097,0.333,0.05,0.018,0.113,0.023,NA,table 1,table 3 - column 1,NA,0
moretti et al. (2011),375,http://jhr.uwpress.org/content/46/1/154.abstract,JHR,2011,economics,"south california, usa",instrumental variable,hospital admissions for respiratory illnesses,morbidity,all,0,ozone,daily,1927187,5-day increase in ozone of 1 ppm,0,0,0,0.097,0.333,0.05,0.018,0.442,0.162,NA,table 1,table 3 - column 3,NA,0
moretti et al. (2011),376,http://jhr.uwpress.org/content/46/1/154.abstract,JHR,2011,economics,"south california, usa",instrumental variable,hospital admissions for other respiratory illnesses,morbidity,all,0,ozone,daily,1927187,5-day increase in ozone of 1 ppm,0,0,0,0.027,0.167,0.05,0.018,0.032,0.08,NA,table 1,table 5 - column 4,NA,0
moretti et al. (2011),377,http://jhr.uwpress.org/content/46/1/154.abstract,JHR,2011,economics,"south california, usa",instrumental variable,hospital admissions for bronchitis/asthma,morbidity,all,0,ozone,daily,1927187,5-day increase in ozone of 1 ppm,0,0,0,0.033,0.186,0.05,0.018,0.145,0.103,NA,table 1,table 5 - column 3,NA,0
moretti et al. (2011),378,http://jhr.uwpress.org/content/46/1/154.abstract,JHR,2011,economics,"south california, usa",instrumental variable,hospital admissions for pneumonia,morbidity,all,0,ozone,daily,1927187,5-day increase in ozone of 1 ppm,0,0,0,0.037,0.199,0.05,0.018,0.277,0.101,NA,table 1,table 5 - column 2,NA,0
mullins et al. (2014),379,https://onlinelibrary.wiley.com/doi/abs/10.1093/ajae/aau081,American Journal of Agricutural Economics,2014,economics,"santiago metropole, chile",difference in differences with matching,cumulative deaths - (age > 64),mortality,old,0,did interaction,daily,119,did interaction,1,0,0,64.641,NA,NA,NA,-21.824,10.32,NA,table 3,table 3 - column 2,NA,0
mullins et al. (2014),380,https://onlinelibrary.wiley.com/doi/abs/10.1093/ajae/aau081,American Journal of Agricutural Economics,2014,economics,"santiago metropole, chile",difference in differences with matching,cumulative respiratory deaths - (age > 64),mortality,old,0,did interaction,daily,101,did interaction,1,0,0,10.971,NA,NA,NA,-7.767,4.49,NA,table 3,table 3 - column 3,NA,0
mullins et al. (2014),381,https://onlinelibrary.wiley.com/doi/abs/10.1093/ajae/aau081,American Journal of Agricutural Economics,2014,economics,"santiago metropole, chile",difference in differences with matching,cumulative deaths - all ages,mortality,all,0,did interaction,daily,119,did interaction,1,0,0,94.23,NA,NA,NA,-37.418,12.82,NA,table 4,table 4 - column 1,NA,0
mullins et al. (2014),382,https://onlinelibrary.wiley.com/doi/abs/10.1093/ajae/aau081,American Journal of Agricutural Economics,2014,economics,"santiago metropole, chile",difference in differences with matching,cumulative respiratory deaths - all ages,mortality,all,0,did interaction,daily,101,did interaction,1,0,0,12.72,NA,NA,NA,-5.082,5.71,NA,table 4,table 4 - column 2,NA,0
mullins et al. (2014),383,https://onlinelibrary.wiley.com/doi/abs/10.1093/ajae/aau081,American Journal of Agricutural Economics,2014,economics,"santiago metropole, chile",difference in differences with matching,cumulative circulatory deaths - all ages,mortality,all,0,did interaction,daily,101,did interaction,1,0,0,27.62,NA,NA,NA,-5.104,9.14,NA,table 4,table 4 - column 3,NA,0
mullins et al. (2014),384,https://onlinelibrary.wiley.com/doi/abs/10.1093/ajae/aau081,American Journal of Agricutural Economics,2014,economics,"santiago metropole, chile",difference in differences with matching,cumulative cancer deaths - all ages,mortality,all,1,did interaction,daily,101,did interaction,1,0,0,20.41,NA,NA,NA,-9.947,7.41,NA,table 4,table 4 - column 4,NA,0
mullins et al. (2014),385,https://onlinelibrary.wiley.com/doi/abs/10.1093/ajae/aau081,American Journal of Agricutural Economics,2014,economics,"santiago metropole, chile",difference in differences with matching,cumulative circulatory deaths -(age > 64),mortality,old,0,did interaction,daily,101,did interaction,1,0,0,22.36,NA,NA,NA,0.117,7.39,NA,table 4,table 4 - column 8,NA,0
mullins et al. (2014),386,https://onlinelibrary.wiley.com/doi/abs/10.1093/ajae/aau081,American Journal of Agricutural Economics,2014,economics,"santiago metropole, chile",difference in differences with matching,cumulative cancer deaths -(age > 64),mortality,old,1,did interaction,daily,101,did interaction,1,0,0,13.28,NA,NA,NA,-9.972,6.62,NA,table 4,table 4 - column 8,NA,0
schlenker et al. (2016),387,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",reduced-form,hospital admissions for asthma - all ages,morbidity,all,0,taxi time,daily,179580,1 min in taxi time,0,0,0,169.5,252.9753,3521.417,687.7947,0.01384,0.00272,NA,tables a1 and a3,table 2 - column 1,we compute the average and the standard deviation of taxi time using the airpports data found in table a1. we also did the same procedure for summary statistics on health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),388,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",reduced-form,hospital admissions for acute respiratory diagnoses - all ages,morbidity,all,0,taxi time,daily,179580,1 min in taxi time,0,0,0,490.5,482.838,3521.417,687.7947,0.02477,0.00773,NA,tables a1 and a3,table 2 - column 2,we compute the average and the standard deviation of taxi time using the airpports data found in table a1. we also did the same procedure for summary statistics on health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),389,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",reduced-form,hospital admissions for all respiratory diagnoses - all ages,morbidity,all,0,taxi time,daily,179580,1 min in taxi time,0,0,0,691,591.14,3521.417,687.7947,0.033890000000000003,0.00982,NA,tables a1 and a3,table 2 - column 3,we compute the average and the standard deviation of taxi time using the airpports data found in table a1. we also did the same procedure for summary statistics on health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),390,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",reduced-form,hospital admissions for all heart diagnoses - all ages,morbidity,all,0,taxi time,daily,179580,1 min in taxi time,0,0,0,448,453.562,3521.417,687.7947,0.01935,0.00524,NA,tables a1 and a3,table 2 - column 4,we compute the average and the standard deviation of taxi time using the airpports data found in table a1. we also did the same procedure for summary statistics on health outcomes by using inpatient and outpatient figures found in table a3.,0
